name,address,region,village,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes
1116267,dukou41,1,dukou,0,40,4,1,30,8,NA,0,0,0,1,1,1,1,1,0,0,1,0.400000006,9,0,1,0,NA,0
1116315,dukou41,1,dukou,1,40,4,2,80,10,NA,0,0,10,1,1,1,1,0,0,0,1,0.600000024,9,0.199999988,1,1,NA,0
1116285,dukou41,1,dukou,1,58,9,0,100,4,30,0,0,50,1,1,1,0,1,0,0,1,0.600000024,5,0,0,0,0,1
1116297,dukou41,1,dukou,1,54,3,1,100,15,NA,0,0,20,1,1,1,0,0,0,0,1,0.400000006,5,0,1,0,0,0
1116282,dukou41,1,dukou,1,47,5,1,100,12,NA,0,0,30,1,1,1,0,0,0,0,1,0.200000003,5,0,1,0,0,0
1116287,dukou41,1,dukou,1,42,4,1,60,17,20,1,1,40,1,1,1,0,0,0,0,1,0.600000024,5,0,1,0,0,1
1116281,dukou41,1,dukou,1,60,7,1,50,15,20,1,1,20,1,1,1,0,0,0,0,1,0.600000024,5,0,1,0,0,1
1116289,dukou41,1,dukou,0,67,13,0,80,5,NA,0,0,20,1,1,1,1,0,0,0,1,0.800000012,9,0,0,0,NA,0
1116275,dukou41,1,dukou,1,70,6,0,60,10,20,0,0,30,1,1,1,0,0,0,0,1,0.200000003,5,0,0,0,0,1
1116309,dukou41,1,dukou,0,50,6,2,100,30,NA,0,1,0,1,1,1,1,1,1,0,0,1,9,0.199999988,1,1,NA,1
1116311,dukou41,1,dukou,1,48,2,1,70,15,NA,0,0,50,1,1,1,1,0,0,0,1,1,9,0.200000003,1,0,NA,NA
1116288,dukou41,1,dukou,1,59,6,2,70,10,50,0,0,50,1,1,1,1,0,0,1,0,0.600000024,9,0,1,1,NA,1
1116284,dukou41,1,dukou,0,61,7,1,50,10,20,1,1,20,1,1,1,1,0,0,0,1,0.800000012,9,0,1,0,NA,1
1116274,dukou41,1,dukou,1,79,6,1,100,15,30,0,1,20,1,1,1,0,1,0,0,1,0.400000006,5,0,1,0,0,1
1116280,dukou41,1,dukou,0,70,6,0,30,10,NA,0,0,0,1,1,1,1,1,1,0,0,0.400000006,9,0.199999988,0,0,NA,0
1116278,dukou41,1,dukou,0,45,4,2,70,6,40,0,0,50,1,1,1,1,1,0,1,0,0.200000003,9,0.600000024,1,1,NA,1
1116292,dukou41,1,dukou,0,63,6,1,50,11,20,0,0,30,1,1,1,1,0,0,0,1,0.200000003,9,0,1,0,NA,1
1116298,dukou41,1,dukou,0,59,6,1,90,9,20,0,0,20,1,1,1,0,1,0,0,1,0,5,0,1,0,0,1
1116308,dukou41,1,dukou,1,61,5,1,60,7,10,0,1,20,1,1,1,0,0,0,0,1,0.400000006,5,0,1,0,0,1
1116330,dukou42,1,dukou,0,63,7,1,NA,3,NA,0,0,30,1,1,1,0,1,0,0,1,0.800000012,5,0,1,0,NA,0
1116350,dukou42,1,dukou,0,46,5,2,30,16,NA,1,0,10,1,1,1,1,0,0,1,0,0.600000024,7,0.399999976,1,1,NA,1
1116333,dukou42,1,dukou,0,52,6,0,40,7,30,1,0,10,1,1,1,1,1,0,1,0,0.200000003,7,0.199999988,0,0,NA,1
1116324,dukou42,1,dukou,0,56,8,1,35,11,NA,1,1,40,1,1,1,1,1,1,0,0,0.600000024,7,0,1,0,NA,0
1116340,dukou42,1,dukou,1,46,4,1,80,28,50,1,0,50,1,1,1,0,1,0,0,1,0.800000012,5,0,1,0,0,1
1116357,dukou42,1,dukou,1,50,8,1,70,13,14,0,1,40,1,1,1,0,1,0,0,1,0.600000024,5,0,1,0,0,1
1116331,dukou42,1,dukou,1,74,6,1,100,2.5,NA,1,0,40,0,1,1,1,0,0,1,0,0,7,0,1,0,NA,0
1116374,dukou42,1,dukou,1,54,10,2,25,15,40,1,1,20,1,1,1,1,1,0,0,1,0.400000006,7,0.600000024,1,1,NA,1
1116363,dukou42,1,dukou,1,46,5,2,70,7,30,0,0,30,1,1,1,1,0,0,0,1,0.200000003,7,1,1,1,NA,1
1116380,dukou42,1,dukou,1,64,16,1,90,18,NA,0,0,49,1,1,1,1,0,0,0,1,0.600000024,7,0,1,0,NA,1
1116342,dukou42,1,dukou,1,61,3,0,NA,3.5,NA,1,1,40,1,1,1,1,1,0,0,1,0.200000003,7,0,0,0,NA,0
1116332,dukou42,1,dukou,1,65,14,2,90,9,50,0,0,50,1,1,1,1,0,0,0,1,0.600000024,7,0,1,1,NA,1
1116335,dukou42,1,dukou,0,71,5,0,100,2,NA,1,0,20,0,1,1,1,1,0,0,1,0,7,0,0,0,NA,NA
1116320,dukou42,1,dukou,1,60,10,1,70,10,NA,1,1,20,1,1,1,1,0,0,0,1,0.800000012,7,0,1,0,NA,0
1116365,dukou42,1,dukou,0,62,10,1,100,2,NA,0,0,50,1,1,1,0,1,0,0,1,0.800000012,5,0,1,0,0,0
1116336,dukou42,1,dukou,0,28,5,2,40,8,NA,0,0,30,1,1,1,1,0,0,0,1,0.600000024,7,1,1,1,NA,0
1116344,dukou42,1,dukou,1,60,8,2,30,4,30,0,0,50,1,1,1,0,0,0,0,1,0.200000003,5,0.399999976,1,1,0,1
1116373,dukou42,1,dukou,1,53,6,3,60,10,NA,0,0,30,1,1,1,1,1,0,0,1,0.800000012,7,0,1,1,NA,NA
1116334,dukou42,1,dukou,0,61,4,0,100,8,40,0,0,50,1,1,1,0,0,0,0,1,0.200000003,5,0.399999976,0,0,0,1
1116323,dukou42,1,dukou,0,71,6,0,100,3,NA,1,0,50,1,1,1,1,1,0,1,0,0,7,0,0,0,NA,0
1116326,dukou42,1,dukou,1,56,6,0,20,8,50,1,0,50,0,0,1,1,1,0,0,1,1,7,0,0,0,NA,1
1116338,dukou42,1,dukou,0,45,5,2,NA,10,NA,0,1,20,1,1,1,1,0,0,0,1,1,7,0,1,1,NA,0
1116378,dukou42,1,dukou,1,45,5,1,70,13,30,0,0,50,1,1,1,0,1,0,0,1,1,5,0,1,0,0,1
1116353,dukou42,1,dukou,0,50,6,2,100,12,NA,1,1,20,1,1,1,0,0,0,0,1,0,5,0,1,1,0,0
1116352,dukou42,1,dukou,0,52,4,1,70,10,10,0,1,30,1,1,1,1,0,1,0,0,0.400000006,7,0,1,0,NA,1
1116384,dukou42,1,dukou,0,45,1,1,30,1,NA,0,1,20,1,1,1,1,0,1,0,0,0.200000003,7,0,1,0,NA,NA
1116369,dukou42,1,dukou,0,59,3,2,20,3,50,0,0,50,1,1,1,1,1,0,1,0,0,7,0,1,1,NA,1
1116371,dukou42,1,dukou,1,46,4,2,60,4,30,1,0,20,1,1,1,0,0,0,0,1,0.200000003,5,0.800000012,1,1,0,1
1116359,dukou42,1,dukou,0,41,4,1,60,18,NA,0,0,50,1,1,1,0,0,0,0,1,0,5,0,1,0,0,0
1116364,dukou42,1,dukou,0,39,5,1,100,38,30,1,1,20,1,1,1,0,0,0,0,1,0.600000024,5,0.399999976,1,0,0,1
1116391,dukou51,1,dukou,0,46,4,1,30,5,NA,1,1,50,1,1,0,1,1,0,0,1,0.600000024,9,0,1,0,NA,0
1116435,dukou51,1,dukou,0,57,10,1,60,13,NA,0,1,50,1,1,0,1,1,0,0,1,0.600000024,9,0,1,0,NA,0
1116417,dukou51,1,dukou,0,38,5,1,30,6.5,NA,0,1,50,1,1,0,1,1,0,0,1,0.600000024,9,1,1,0,NA,0
1116432,dukou51,1,dukou,0,61,2,1,70,1.6,NA,0,0,50,1,1,0,1,1,0,0,1,1,9,0,1,0,NA,0
1116446,dukou51,1,dukou,1,44,6,1,60,10,50,0,0,35,1,1,0,0,0,0,0,1,0.200000003,5,0,1,0,0,1
1116408,dukou51,1,dukou,1,39,7,1,60,10,50,0,0,35,1,1,0,0,0,0,0,1,0.200000003,5,0,1,0,0,1
1116443,dukou51,1,dukou,0,56,10,0,90,11,50,0,1,20,1,1,0,0,1,0,0,1,0,5,0,0,0,0,1
1116409,dukou51,1,dukou,0,63,8,1,30,4,30,0,0,50,1,1,0,1,1,0,1,0,0.600000024,9,0,1,0,NA,1
1116429,dukou51,1,dukou,0,67,10,1,100,10,40,1,0,20,1,1,0,1,0,0,1,0,0.200000003,9,0,1,0,NA,1
1116389,dukou51,1,dukou,0,31,9,1,100,30,30,0,0,30,1,1,0,1,1,0,1,0,0.600000024,9,0,1,0,NA,1
1116415,dukou51,1,dukou,1,62,8,0,100,30,50,1,0,20,1,1,0,0,0,0,0,1,0,5,0,0,0,0,1
1116430,dukou51,1,dukou,0,55,9,1,100,12,30,0,0,30,1,1,0,1,0,0,1,0,0.200000003,9,0,1,0,NA,1
1116400,dukou51,1,dukou,1,74,6,0,100,8,50,0,0,50,1,1,0,0,0,0,0,1,0,5,0,0,0,0,1
1116425,dukou51,1,dukou,0,73,2,0,NA,2,NA,0,0,50,1,1,0,0,0,0,0,1,0,5,0.199999988,0,0,0,0
1116449,dukou51,1,dukou,1,45,2,1,40,1.3,30,0,0,50,1,1,0,1,1,0,1,0,0.600000024,9,0,1,0,NA,1
1116402,dukou51,1,dukou,0,39,7,2,60,20,NA,0,0,30,0,1,0,1,0,0,0,1,0.600000024,9,0,1,1,NA,1
1116445,dukou51,1,dukou,0,55,15,2,40,7,20,1,1,10,1,1,0,1,0,0,0,1,0.600000024,9,0,1,1,NA,1
1116404,dukou51,1,dukou,0,60,7,1,90,12,50,0,0,20,1,1,0,0,1,0,0,1,0,5,0,1,0,0,1
1116390,dukou51,1,dukou,1,73,4,2,100,4,50,1,0,20,1,1,0,0,0,0,0,1,1,5,0.600000024,1,1,0,1
1116444,dukou51,1,dukou,1,58,5,1,50,19,NA,1,0,30,1,1,0,1,0,0,0,1,0.400000006,9,0.399999976,1,0,NA,1
1116424,dukou51,1,dukou,1,70,5,1,15,2.5,20,1,0,30,1,1,0,0,1,0,0,1,0,5,0,1,0,0,1
1116448,dukou51,1,dukou,0,60,10,0,30,5,NA,0,1,0,0,1,0,1,0,1,0,0,0.400000006,9,0.199999988,0,0,NA,0
1116410,dukou51,1,dukou,1,53,3,2,70,3.9,30,0,0,30,1,1,0,0,1,0,0,1,0.200000003,5,0.399999976,1,1,0,1
1116401,dukou51,1,dukou,0,73,7,0,100,6.3,30,1,1,30,1,1,0,0,1,0,0,1,0.200000003,5,0.399999976,0,0,0,1
1116431,dukou51,1,dukou,0,40,4,2,60,5,NA,0,1,0,0,1,0,1,0,1,0,0,0.400000006,9,0,1,1,NA,0
1116411,dukou51,1,dukou,0,73,10,0,100,6,13,1,1,30,1,1,0,1,1,0,0,1,1,9,0,0,0,NA,1
1116420,dukou51,1,dukou,1,48,4,2,40,4,NA,1,1,0,1,1,0,0,1,0,0,1,0.600000024,5,0,1,1,0,0
1116426,dukou51,1,dukou,0,69,8,0,40,8,20,1,1,15,1,1,0,1,0,0,0,1,0.200000003,9,0,0,0,NA,1
1116422,dukou51,1,dukou,1,43,4,2,20,5,NA,0,0,30,0,1,0,1,1,1,0,0,0.200000003,9,0,1,1,NA,0
1116442,dukou51,1,dukou,1,56,9,1,30,7,40,0,0,70,0,1,0,1,1,1,0,0,0.200000003,9,0.199999988,1,0,NA,1
1116427,dukou51,1,dukou,1,66,10,1,20,7,90,0,0,0,0,1,0,1,1,1,0,0,0.200000003,9,0,1,0,NA,1
1116416,dukou51,1,dukou,0,42,5,2,55,7,NA,1,1,50,1,1,0,1,0,0,0,1,0.200000003,9,0.399999976,1,1,NA,0
1116418,dukou51,1,dukou,0,60,11,1,100,12,30,0,0,30,1,1,0,1,0,0,1,0,0.200000003,9,0,1,0,NA,1
1116405,dukou51,1,dukou,1,79,8,0,100,5,30,0,0,50,1,1,0,0,1,0,0,1,0.600000024,5,0,0,0,1,1
1116482,dukou52,1,dukou,1,68,4,1,70,4,30,1,0,20,1,1,1,1,0,1,0,0,0.600000024,7,0.199999988,1,0,NA,1
1116518,dukou52,1,dukou,1,62,7,1,100,24,NA,0,0,30,1,1,1,1,1,0,1,0,0,7,0,1,0,NA,1
1116510,dukou52,1,dukou,1,68,3,1,NA,3.4,20,0,0,50,1,1,1,1,1,1,0,0,0,7,0,1,0,NA,1
1116484,dukou52,1,dukou,1,60,6,0,100,NA,50,1,0,20,1,1,1,1,1,1,0,0,0.200000003,7,0,0,0,NA,1
1116521,dukou52,1,dukou,1,43,4,1,100,9,50,1,0,40,0,1,1,0,1,0,0,1,0,5,0,1,0,NA,1
1116480,dukou52,1,dukou,0,61,8,0,40,5,20,1,0,30,0,1,1,0,1,0,0,1,0,5,0,0,0,0,1
1116487,dukou52,1,dukou,1,54,4,0,100,18,60,1,0,40,0,1,1,1,1,0,0,1,0.200000003,7,0,0,0,NA,1
1116456,dukou52,1,dukou,0,55,3,1,50,7,NA,0,0,30,1,1,1,1,0,0,1,0,1,7,0,1,0,NA,0
1116464,dukou52,1,dukou,0,63,7,1,40,5,60,1,0,50,1,1,1,1,0,0,0,1,0.600000024,7,0,1,0,NA,1
1116466,dukou52,1,dukou,0,47,4,0,20,4,60,0,1,0,1,0,1,1,0,0,0,1,0.600000024,7,0,0,0,NA,1
