"id","eigenvector","indegree","path_in_ind","path_out_ind"
1111241,0.0285351108759642,3,3.4324324131012,4.07692289352417
1111242,0.00871044863015413,3,4.0810809135437,4.38461542129517
1111243,0.00723626418039203,4,3.51351356506348,4.18461561203003
1111244,0.00927850976586342,4,4.13513517379761,4.09230756759644
1111245,0.0182838682085276,1,4.24324321746826,3.5230770111084
1111246,0.0309679806232452,4,3.83783793449402,3.69230771064758
1111249,0.021781062707305,2,3.75675678253174,3.5230770111084
1111250,0.027964698150754,3,3.35135126113892,3.59999990463257
1111251,0.0190675985068083,3,3.59459447860718,3.44615387916565
1111252,0.0557689554989338,7,0,3.44615387916565
1111253,0.0317704118788242,3,3.02702713012695,3.64615392684937
1111254,0.00929547660052776,3,3.75675678253174,0
1111255,0.0282988827675581,3.02941179275513,4.0810809135437,3.85074615478516
1111258,0.0109358401969075,3,0,3.79999995231628
1111259,0.00133670505601913,3.02941179275513,4.78378391265869,0
1111260,0.0402490459382534,5,4,3.30769228935242
1111261,0.0158603545278311,2,3.16216206550598,3.5230770111084
1111262,0.0223361868411303,3,3.78378367424011,3.83076930046082
1111263,0.141409322619438,6,3.97297286987305,3.17142868041992
1111265,0.0836171060800552,3,3.5806450843811,0
1111268,0.0467153266072273,3.02941179275513,3.25806450843811,3.4848484992981
1111269,0.127156138420105,3.02941179275513,3.45161294937134,3.08571434020996
1111270,0.0812271907925606,1,3.12903237342834,3.82857131958008
1111311,0.161158680915833,2,3.07407402992249,2.33333325386047
1111313,0.228733837604523,0,2.03703713417053,2.5
1111314,0.183986485004425,3.2380952835083,2.61287474632263,2.47368431091309
1111316,0.164888739585876,1,1.5,2.47368431091309
1111318,0.225554555654526,6,2.29629635810852,2.94444441795349
1111322,0.109188511967659,1,1,2.34999990463257
1111323,0.0598154030740261,3.2380952835083,2.61287474632263,2.78947377204895
1111329,0.260500997304916,5,2.33333325386047,2.88888883590698
1111332,0.2687928378582,6,2.37037038803101,2.38888883590698
1111333,0.308401823043823,5,1.96296298503876,2.38888883590698
1111334,0.0809411779046059,1,3.25925922393799,3
1111345,0.101838037371635,3.2380952835083,2.61287474632263,2.68421053886414
1111347,0.0986087471246719,3,3.29629635810852,3.22222232818604
1111349,0.0407538115978241,3.2380952835083,2.61287474632263,3.36842107772827
1111355,0.281674712896347,6,2.77777767181396,2.5
1111356,0.125313967466354,2,3,2.72222232818604
1111362,0.0936965867877007,1,3.29629635810852,3
1111363,0.224131897091866,4,2.14814805984497,2.77777767181396
1111364,0.257086247205734,1,4.22222232818604,2.11111116409302
1111369,0.273409426212311,6,2.51851844787598,2.22222232818604
1111370,0.31411874294281,5,2.22222232818604,2.5
1111371,0.151553317904472,3.2380952835083,2.61287474632263,2.31578946113586
1111372,0.0407538078725338,3.2380952835083,2.61287474632263,3.36842107772827
1111374,0.0805384665727615,3.2380952835083,2.61287474632263,2.5238094329834
1111375,0.0623090788722038,3,2.77777767181396,3.22222232818604
1111376,0.0611651726067066,4,3.1851851940155,4.05555534362793
1111378,0.273173421621323,5,2.1851851940155,3.72222232818604
1111379,0.154361471533775,1,3.40740752220154,2.16666674613953
1111380,0.221553266048431,6,2.95238089561462,0
1111382,0.300122439861298,5,2.95238089561462,0
1111383,0.264848560094833,3,3.71428561210632,0
1111384,0.179445862770081,2,0,0
1111385,0,6,3.59523820877075,0
1111386,0.187104031443596,4,3.71428561210632,0
1111390,0.164086431264877,2,3.14285707473755,4.28125
1111393,0.213785722851753,4,4.6904764175415,0
1111394,0.0871414318680763,3.16666674613953,2.73677253723145,0
1111395,0.255963623523712,5,3.66666674613953,0
1111396,0.170346647500992,3.16666674613953,2.73677253723145,4.03030300140381
1111397,0.219860106706619,4,3.71428561210632,0
1111398,0.241164773702621,4,3.09523820877075,3.46875
1111399,0.201989859342575,5,2.9761905670166,4.28125
1111400,0.0926863700151443,1,4.0238094329834,3.1875
1111401,0,0,2.2619047164917,4.125
1111404,0.00834721978753805,1,0,4.34375
1111405,0.0432307906448841,3.16666674613953,2.73677253723145,2.90909099578857
1111406,0.0555898956954479,2,0,3.375
1111407,0.0936522111296654,6,4.14285707473755,3.40625
1111408,0.0574491545557976,2,0,3.40625
1111410,0.0862299054861069,5,4.3095235824585,3.53125
1111411,0.147122293710709,0,2.83333325386047,3.84375
1111415,0.0583338961005211,1,0,3.71875
1111416,0.0710095539689064,3,3.95238089561462,0
1111417,0.0841246545314789,4,4.2619047164917,3.75
1111418,0.0241237264126539,3.16666674613953,2.73677253723145,3.97222232818604
1111419,0.0590688437223434,3,4.2619047164917,3.75
1111422,0.13848015666008,5,3.4761905670166,3.09375
1111423,0.0733790472149849,1,4.2380952835083,2.96875
1111424,0.0639795735478401,4,1.33333337306976,3.45454549789429
1111425,0.0165243148803711,3.16666674613953,2.73677253723145,4.23529434204102
1111431,0.00203229789622128,1,1.5,0
1111432,0.0135344648733735,2,1,4.25714302062988
1111435,0.0565357804298401,4,3.42857146263123,3.4375
1111436,0.124252751469612,4,3.28571438789368,2.65625
1111442,0.0986717194318771,2,4.85714292526245,3.75
1111443,0.0602040849626064,1,0,2.9375
1111446,0.0460675321519375,5,3.57142853736877,4.34375
1111448,0.0365113653242588,3,0,3.8125
1111452,-8.7155900274638e-09,3.16666674613953,2.73677253723145,2.61837720870972
1111453,0.0503557510674,3.16666674613953,2.73677253723145,3.14705872535706
1111454,0.0412545725703239,3.16666674613953,2.73677253723145,3.64705872535706
1111455,0.0636410564184189,4,3.57142853736877,3.46875
1112082,0,0,1.68181812763214,2.40909099578857
1112084,0.166990384459496,2,2.90909099578857,2.27272725105286
1112085,0.0348034501075745,2,2.77272725105286,3.40909099578857
1112086,0.192270383238792,1,3.68181824684143,2.5
1112089,0.175796255469322,6,2.22727274894714,2.77272725105286
1112090,0.153922021389008,1,3.59090900421143,2.45454549789429
1112093,0.20683653652668,5,2.18181824684143,2.31818175315857
1112099,0.191963046789169,5,2.13636374473572,2.63636374473572
1112100,0.0947266072034836,1,3.36363625526428,2.95454549789429
1112101,0.213738694787025,5,2.09090900421143,2.72727274894714
1112102,0.148554369807243,2,2.68181824684143,2.31818175315857
1112103,0.0978391915559769,2,3,2.45454549789429
1112104,0.149289458990097,2,2.45454549789429,2.36363625526428
1112106,0.225874349474907,3,2.72727274894714,2.45454549789429
1112108,0.177820578217506,2,2.86363625526428,2.68181824684143
1112110,0.301370203495026,7,1.90909087657928,2.31818175315857
1112115,0.177461922168732,3,2.77272725105286,2.40909099578857
1112116,0.193630903959274,4,2.40909099578857,2.54545450210571
1112118,0.053914625197649,2,2.31818175315857,4.36363649368286
1112124,0.190451249480247,2,2.63636374473572,2.22727274894714
1112126,0.0137556251138449,1,3.86956524848938,2.59597873687744
1112130,0,0,1.54545450210571,2.45454549789429
1112133,0.204233840107918,2.82608699798584,2.59314322471619,2.4347825050354
1112134,0.315754652023315,7,1.81818187236786,2.22727274894714
1112138,0.0862090885639191,3.25,2.66666674613953,2.75
1112141,0.0870131179690361,1,3.33333325386047,2.4193549156189
1112143,0.146523252129555,5,2.36363625526428,2.4193549156189
1112146,0.303596764802933,0,1.93939399719238,2.5806450843811
1112149,0.0529085248708725,3,3.09090900421143,2.64516139030457
1112151,0.157099992036819,4,2.4848484992981,2.64516139030457
1112152,0.12712599337101,5,2.54545450210571,2.87096762657166
1112159,0.269715964794159,0,2,3.32258057594299
1112160,0.158745557069778,4,2.90909099578857,2.70967745780945
1112161,0.274448782205582,8,1.87878787517548,2.70967745780945
1112162,0.171850457787514,5,2.21212124824524,2.4193549156189
1112163,0.123823411762714,4,2.78787875175476,2.64516139030457
1112165,0.120711505413055,3,3.09090900421143,2.48387098312378
1112166,0.141761928796768,3.25,2.66666674613953,2.90625
1112167,0.11711260676384,2,3.60606050491333,2.38709688186646
1112168,0.130045399069786,4,2.27272725105286,2.5806450843811
1112170,0.182164251804352,2,3.03030300140381,3
1112171,0.172665849328041,4,2.84848475456238,2.4193549156189
1112172,0.236590936779976,5,2.21212124824524,2.93548393249512
1112175,0.204408273100853,5,2.30303025245667,2.61290311813354
1112178,0.0869201049208641,5,2.81818175315857,2.96774196624756
1112180,0.246214091777802,0,1.90909087657928,2.70967745780945
1112182,0.140502944588661,2,2.60606050491333,2.77419352531433
1112183,0.0690600425004959,2,3.81818175315857,3.19354844093323
1112186,0.168777599930763,3,2.93939399719238,2.09677410125732
1112188,0.184323310852051,5,2.27272725105286,2.87096762657166
1112189,0.0902425795793533,2,2.72727274894714,2.48387098312378
1112192,0.283325552940369,0,1.96969699859619,2.54838705062866
1112193,0.101278603076935,2,2.84848475456238,3
1112194,0.0897766128182411,2,3.21212124824524,2.83870959281921
1112195,0.133153691887856,5,2.60606050491333,2.61290311813354
1112197,0.159633278846741,5,2.42424249649048,2.29032254219055
1112203,0.259092897176743,6,2.21212124824524,2.32258057594299
1112208,0.106338784098625,1,4.06060600280762,2.48387098312378
1112214,0.115287408232689,3.60869574546814,2.45108699798584,2.13043475151062
1112216,0.138471364974976,4,2.45833325386047,2.71428561210632
1112217,0.132551625370979,5,2.41666674613953,3.28571438789368
1112221,0.102615788578987,3,2.58333325386047,3
1112223,0.278255462646484,7,1.875,2.33333325386047
1112224,0.127818867564201,2,3.04166674613953,2.28571438789368
1112227,0.267650961875916,3,2.625,2.4761905670166
1112229,0.158590734004974,4,2.33333325386047,2.33333325386047
1112230,0.179822266101837,6,2,2.66666674613953
1112231,0.107870288193226,5,2.54166674613953,3.5238094329834
1112232,0.0560898520052433,3,2.66666674613953,3.2380952835083
1112238,0.121523715555668,1,2.875,2.5238094329834
1112239,0.22276459634304,4,2.5,2.57142853736877
1112241,0.304832100868225,5,2.16666674613953,2.14285707473755
1112242,0.203326284885406,6,2.25,2.42857146263123
1112243,0.229780852794647,3,2.45833325386047,2.04761910438538
1112246,0.206982135772705,5,2.33333325386047,2.57142853736877
1112248,0.251301527023315,5,2,2.33333325386047
1112250,0,0,2,2.2380952835083
1112251,0.140639454126358,3.60869574546814,2.45108699798584,2.27272725105286
1112253,0.074567936360836,2,3.54166674613953,3
1112254,0.220715209841728,1,1,2.27272725105286
1112256,0.165866732597351,3,2.95833325386047,2.28571438789368
1112258,0.233833640813828,2,2.75,2.14285707473755
1112259,0.239454910159111,4,3,2.09523820877075
1112385,0.180810526013374,2,2.70588231086731,2.26666665077209
1112386,0,6,1.70588231086731,2.06666660308838
1112387,0.170995876193047,3,2.82352948188782,2.06666660308838
1112388,0.292185992002487,6,1.70588231086731,2.06666660308838
1112390,0.279830127954483,3,2.64705872535706,1.79999995231628
1112394,0.288032531738281,4,2.17647051811218,2.20000004768372
1112395,0.0917283818125725,3.77777767181396,2.10777616500854,3.05555558204651
1112399,0.216069057583809,5,1.94117641448975,2.06666660308838
1112402,0.241062074899673,8,1.68421053886414,1
1112403,0.0800491198897362,2,2.76470589637756,2.40000009536743
1112405,0.12404503673315,1,1,2.41176462173462
1112407,0.181681245565414,2,2.47058820724487,2
1112410,0.229203671216965,3,2.29411768913269,2.13333344459534
1112411,0.273324340581894,3,2.29411768913269,2.06666660308838
1112412,0.225010976195335,5,2,2.40000009536743
1112418,0.0375227965414524,1,2.63157892227173,1
1112422,0.224194332957268,7,1.88888883590698,2.08086609840393
1112423,0.116518579423428,3.77777767181396,2.10777616500854,2
1112424,0.130509883165359,1,1.5,2.4375
1112425,0,6,1.70588231086731,1.86666667461395
1112427,0.122503630816936,3.77777767181396,2.10777616500854,2.3125
1112431,0.189107000827789,1,3.85294127464294,2.75
1112432,0.279083490371704,6,2.35294127464294,2.96875
1112433,0.208055481314659,3,3.61764717102051,2.78125
1112435,0.133440956473351,5,2.94117641448975,3.40625
1112436,0.213526517152786,3,3.44117641448975,2.71875
1112438,0.129066243767738,1,3.88235282897949,2.90625
1112439,0.248390167951584,5,2.52941179275513,2.96875
1112442,0.149408757686615,3,2.61764717102051,4.0625
1112443,0.233091458678246,4,3.38235282897949,2.71875
1112444,0.252356678247452,8,2.44117641448975,3.53125
1112445,0.205975964665413,2,2.88235282897949,2.71875
1112446,0.112048141658306,1,4.35294103622437,2.78125
1112449,0.0951405912637711,2,3.79411768913269,3.875
1112450,0.0779986530542374,1,3.52941179275513,3.84375
1112452,0.124949418008327,6,2.85294127464294,3.53125
1112456,0.125225111842155,1,4.44117641448975,3.34375
1112458,0.222377181053162,5,2.20588231086731,3.09375
1112459,0.129004701972008,5,2.26470589637756,3.46875
1112460,0.0837987288832664,3.33333325386047,3.08823537826538,3.39393949508667
1112462,0.221859335899353,7,2.17647051811218,3.78125
1112463,0.0826695635914803,1,3.61764717102051,3.8125
1112468,0.181744486093521,5,2.94117641448975,3.40625
1112469,0.102793015539646,2,4.38235282897949,3.15625
1112474,0.130107566714287,2,2.70588231086731,3.40625
1112475,0.0863355398178101,2,3.5,3.28125
1112477,0.15256530046463,4,3.02941179275513,3.53125
1112478,0.179367393255234,7,2.73529410362244,3.125
1112479,0.130166307091713,1,3.47058820724487,2.8125
1112482,0.055888444185257,1,0,3.375
1112483,0.246973887085915,3,3.32352948188782,2.65625
1112486,0.310932219028473,8,2.05882358551025,2.96875
1112491,0.0674387514591217,3.33333325386047,3.08823537826538,3.12121200561523
1112492,0.121610566973686,2,3,2.9375
1112497,0.0811928883194923,2,3.26470589637756,3.5625
1112498,0.0573443844914436,1,4.32352924346924,3.78125
1113069,0.31426814198494,3,2.73684215545654,2.375
1113070,0.128653854131699,3.41176462173462,2.52492260932922,2.52941179275513
1113072,0,6,1.89473688602448,2
1113077,0.116643287241459,2,3.21052622795105,3.25
1113079,0.13990992307663,2,2.68421053886414,2.25
1113080,0.183998331427574,3,3.15789484977722,2.25
1113081,0.197065472602844,2,2.68421053886414,2.4375
1113084,0.243965893983841,4,2.05263161659241,2.125
1113089,0.0904438719153404,3.41176462173462,2.52492260932922,2.94117641448975
1113090,0.305550187826157,7,1.89473688602448,2.875
1113093,0.12746524810791,2,2.45000004768372,2.52077198028564
1113094,0.0890553072094917,3.41176462173462,2.52492260932922,2.76470589637756
1113095,0.191631600260735,4,2.47368431091309,3
1113098,0.182251647114754,4,2.26315784454346,2.5
1113100,0.20768041908741,3,2.57894730567932,2.6875
1113101,0.224495351314545,5,2.31578946113586,2.3125
1113102,0.233225092291832,2,3.10526323318481,2.3125
1113105,0.112753048539162,3.41176462173462,2.52492260932922,3.11764717102051
1113106,0.208133935928345,1,3.10526323318481,1.9375
1113108,0.250729501247406,3,2.21052622795105,2.25
1113109,0.317295283079147,5,2.10526323318481,2.5
1113117,0.296527862548828,8,1.55555558204651,2.47058820724487
1113118,0,7,1.88888883590698,2.35294127464294
1113119,0.122861161828041,1,2.44444441795349,2.35294127464294
1113121,0.261254221200943,3,2.38888883590698,1.88235294818878
1113124,0.243743762373924,3,2.38888883590698,2.23529410362244
1113127,0.279320746660233,2,2.33333325386047,2.29411768913269
1113130,0.256802260875702,4,2.33333325386047,2.64705872535706
1113132,0.218167245388031,5,2.11111116409302,3.35294127464294
1113135,0.0657190605998039,1,3.83333325386047,2.94117641448975
1113137,0.212899044156075,1,2.88888883590698,2.11764717102051
1113139,0,5,2,2.11764717102051
1113140,0.174886018037796,2,2.72222232818604,2.35294127464294
1113142,0.0828150138258934,1,3.22222232818604,3.29411768913269
1113143,0.0334415659308434,3.22222232818604,2.57293701171875,4.16666650772095
1113147,0.176478832960129,3.22222232818604,2.57293701171875,2.5
1113148,0.271516621112823,4,2.16666674613953,2.11764717102051
1113149,0.268652826547623,2,3.11111116409302,2.05882358551025
1113150,0.168027088046074,4,2.36842107772827,2.56759548187256
1113151,0.132212519645691,3,2.88888883590698,2.76470589637756
1113152,0.163143277168274,2,3.66666674613953,2.76470589637756
1113331,0.151064515113831,2,2.375,2.375
1113337,0,5,1.9375,2.3125
1113338,0.161514669656754,3,2.3125,3.125
1113339,0,7,1.6875,2.1875
1113345,0.197190463542938,5,2,2.1875
1113347,0.157507598400116,1,3.0625,2.1875
1113349,0.123767606914043,1,3.3125,2.25
1113354,0.305223852396011,6,1.625,2.25
1113356,0.215088292956352,2,2.25,2.5
1113358,0.244163706898689,4,2.1875,2.125
1113360,0,4,2,2.0625
1113367,0.218654111027718,5,1.75,3.0625
1113370,0.292090833187103,3,2.125,1.8125
1113371,0.188556551933289,2,2.4375,1.9375
1113373,0.235731855034828,3,2.1875,2.125
1113376,0.190989404916763,2,3,1.9375
1113377,0.157864227890968,2,2.6875,2.5
1113419,0,1,0,2.33333325386047
1113421,0,6,0,2.7619047164917
1113422,0,3,0,2.4761905670166
1113424,0,2,0,2
1113425,0,3.47826075553894,0,2.63636374473572
1113426,0,1,0,2.71428561210632
1113428,0,4,0,2.33333325386047
1113430,0,6,0,2.33333325386047
1113431,0,3,0,2.4761905670166
1113432,0,2,0,2.66666674613953
1113434,0,3.47826075553894,0,2.7826087474823
1113435,0,2,0,2.33333325386047
1113437,0,3,0,2.7619047164917
1113439,0,4,0,2.57142853736877
1113440,0,3,0,3.66666674613953
1113441,0,4,0,2.14285707473755
1113445,0,4,0,2.66666674613953
1113447,0,5,3.125,2.4761905670166
1113450,0,1,2.375,2.86363625526428
1113451,0,8,2.91666674613953,2.2380952835083
1113453,0,5,3.16666674613953,3.19047617912292
1113454,0,5,0.805555582046509,3.09523820877075
1113455,0,5,3.75,2.14285707473755
1113457,0,1,2.125,2.66666674613953
1113461,0,2,1.875,2.80952382087708
1113540,0,3,2,1.79999995231628
1113542,0,4,2.1538462638855,1.5
1113552,0.0949806272983551,1,1.5,3.14285707473755
1113554,0.147182732820511,2,1.83333337306976,2.03146266937256
1113556,0.189252182841301,3,2.53846144676208,1
1113557,0.143505349755287,2,1.75,1.66666662693024
1113559,0.0498346798121929,2.16666674613953,1.85865390300751,3.25
1113562,0.162468701601028,2,1,2.57142853736877
1113571,0,2.16666674613953,1.85865390300751,1.66666662693024
1113572,0,3,1.39999997615814,2.20000004768372
1113576,0.0990815013647079,2.16666674613953,1.85865390300751,2.14285707473755
1113578,0.179515585303307,2,1.33333337306976,1.83333337306976
1113584,0.220088943839073,2,1.33333337306976,2
1113592,0.122572377324104,1,2,2.16666674613953
1113593,0.058050163090229,1,3.46153855323792,1.5
1114036,0.216668292880058,1,3.54838705062866,3.38709688186646
1114038,0.285225480794907,6,2.61290311813354,4.29032278060913
1114043,0.316942453384399,0,2.12903237342834,3.64516139030457
1114045,0.181667238473892,5,2.67741942405701,2.5806450843811
1114046,0.173954501748085,7,2.35483860969543,3.22580647468567
1114048,0.12184951454401,2,3.09677410125732,2.67741942405701
1114051,0.144043922424316,5,2.4193549156189,3.4193549156189
1114052,0.115209445357323,1,0,2.38709688186646
1114056,0.0683829188346863,1,3.96774196624756,2.87096762657166
1114058,0.148106649518013,2,4.19354820251465,2.77419352531433
1114059,0.175588622689247,4,2.93548393249512,3.03225803375244
1114060,0.214813083410263,4,2.51612901687622,3
1114061,0.142825558781624,4,2.67741942405701,3.61290311813354
1114063,0.13524167239666,3,2.74193549156189,3
1114064,0.154760211706161,2,3.45161294937134,2.64516139030457
1114065,0.142421215772629,2,0,2.61290311813354
1114067,0.178232654929161,2,3.19354844093323,3.87096762657166
1114068,0.182428702712059,2,4.09677410125732,2.96774196624756
1114071,0.134418100118637,2,3.09677410125732,3.67741942405701
1114072,0.0903884619474411,4,3.06451606750488,3.64516139030457
1114073,0.140570566058159,1,0,2.4193549156189
1114076,0.0957960933446884,2,3.5806450843811,3.25806450843811
1114077,0.167054891586304,3,3.74193549156189,2.80645155906677
1114080,0.302094608545303,6,2.32258057594299,3.45161294937134
1114082,0.174993634223938,2,3.67741942405701,2.70967745780945
1114083,0.112772904336452,1,4.45161294937134,3.12903237342834
1114085,0.108612917363644,4,2.48387098312378,0
1114086,0.17043736577034,5,2.45161294937134,4.38709688186646
1114092,0.133347690105438,4,2.61290311813354,3.51612901687622
1114093,0.219283208250999,5,2.4193549156189,4.51612901687622
1114099,0.174718290567398,4,4,2.35483860969543
1114106,0.229422032833099,4,3,4
1114110,0.1547020226717,3,2.46341466903687,3.14285707473755
1114111,0.159523546695709,2,2.73170733451843,2.68571424484253
1114112,0.0904525518417358,2,2.68292689323425,2.71428561210632
1114113,0.16627836227417,5,2.70731711387634,2.79999995231628
1114114,0.10824366658926,3,2.3902440071106,3.22857141494751
1114115,0.0699011757969856,2,3.56097555160522,2.45714282989502
1114116,0.182381629943848,8,2.02439022064209,3.17142868041992
1114117,0.0947167500853539,3,2.73170733451843,2.88571429252625
1114119,0.191821500658989,8,2.12195110321045,2.82857131958008
1114120,0.142175301909447,2,2.75609755516052,2.85714292526245
1114123,0.0953818336129189,3,3.43902444839478,2.94285702705383
1114125,0.316642791032791,0,1.8048779964447,2.91428565979004
1114126,0.110149227082729,3,2.56097555160522,3.57142853736877
1114130,0.155184388160706,2,2.92682933807373,2.97142863273621
1114131,0.0354041047394276,2.94871783256531,2.58849287033081,2.73684215545654
1114132,0.125635862350464,3,3.34146332740784,2.62857151031494
1114133,0.190382212400436,3,3.12195110321045,2.65714287757874
1114139,0.0745959505438805,5,2.34146332740784,4
1114140,0.14513073861599,1,3.31707310676575,3.02857136726379
1114141,0.222896859049797,5,2.29268288612366,2.71428561210632
1114142,0.238695055246353,0,2.02439022064209,3.02857136726379
1114144,0.0389809869229794,1,1,2.75675678253174
1114145,0.0598551481962204,2.94871783256531,2.58849287033081,2.64864873886108
1114147,0.281503468751907,0,1.82926833629608,2.71428561210632
1114148,0.071195051074028,1,1,2.58333325386047
1114150,0.0997858792543411,4,2.68292689323425,2.91428565979004
1114153,0.285514324903488,0,1.82926833629608,2.85714292526245
1114156,0.0594245716929436,4,4.82926845550537,2.85714292526245
1114160,0.168039262294769,2,3.43902444839478,2.65714287757874
1114161,0.0999585688114166,4,2.65853667259216,3.02857136726379
1114163,0.166958004236221,6,2.21951222419739,2.91428565979004
1114165,0.145699262619019,7,2.43902444839478,2.77142858505249
1114169,0.0963678508996964,2,4.31707334518433,2.51428580284119
1114171,0.0971888527274132,2,1,2.80555558204651
1114172,0.0955628901720047,2,4.36585378646851,2.68571424484253
1114173,0.161666721105576,7,2.17073178291321,3.02857136726379
1114174,0.273839503526688,0,2.04878044128418,2.68571424484253
1114175,0.185330361127853,5,2.26829266548157,3.05714297294617
1114177,0.0659484714269638,1,4.53658533096313,2.37142848968506
1114179,0.0518640168011189,1,0,2.94285702705383
1114181,0.15101532638073,3,2.97560977935791,2.71428561210632
1114182,0.0431656688451767,2.94871783256531,2.58849287033081,3.38888883590698
1114184,0.146687716245651,4,2.65000009536743,2.68571424484253
1114185,0.127409100532532,2,3.27500009536743,2.54285717010498
1114187,0,0,1.85000002384186,3.11428570747375
1114191,0.175356358289719,4,2.52500009536743,3.17142868041992
1114194,0.196625888347626,5,2.59999990463257,2.97142863273621
1114197,0.200729936361313,7,2.45000004768372,3.57142853736877
1114199,0.174163356423378,2,3.15000009536743,3.14285707473755
1114201,0.263863414525986,7,2.67499995231628,2.85714292526245
1114202,0.0504269823431969,4,3.57500004768372,3.62857151031494
1114203,0.0909362211823463,3,3.40000009536743,3.57142853736877
1114204,0.257040202617645,0,2.17499995231628,4.02857160568237
1114205,0.315877884626389,0,2.09999990463257,3.48571419715881
1114206,0.167415484786034,6,2.17499995231628,3.54285717010498
1114211,0.228647112846375,5,2.82500004768372,2.71428561210632
1114215,0.0804101899266243,4,3.125,2.88571429252625
1114216,0.115447714924812,1,4.47499990463257,3.02857136726379
