id,network_id
1116482,1116448
1116510,1116453
1116484,1116453
1116521,1116453
1116480,1116453
1116487,1116456
1116456,1116457
1116464,1116457
1116466,1116457
1116475,1116457
1116486,1116457
1116509,1116460
1116499,1116460
1116522,1116461
1116483,1116461
1116475,1116462
1116463,1116463
1116499,1116463
1116465,1116464
1116467,1116464
1116466,1116465
1116486,1116465
1116484,1116466
1116476,1116466
1116465,1116466
1116501,1116466
1116520,1116466
1116471,1116466
1116464,1116467
1116520,1116468
1116467,1116468
1116461,1116468
1116456,1116468
1116467,1116471
1116520,1116471
1116466,1116471
1116487,1116476
1116466,1116476
1116456,1116476
1116453,1116476
1116471,1116477
1116466,1116477
1116464,1116477
1116453,1116480
1116510,1116480
1116483,1116480
1116501,1116482
1116487,1116482
1116459,1116482
1116480,1116482
1116502,1116482
1116465,1116483
1116480,1116483
1116501,1116483
1116484,1116483
1116476,1116484
1116464,1116484
1116471,1116484
1116475,1116484
1116484,1116486
1116464,1116486
1116467,1116486
1116460,1116492
1116522,1116492
1116483,1116492
1116498,1116496
1116463,1116496
1116516,1116496
1116502,1116498
1116463,1116499
1116498,1116499
1116514,1116499
1116509,1116501
1116514,1116501
1116496,1116501
1116456,1116501
1116502,1116501
1116468,1116501
1116519,1116501
1116487,1116502
1116498,1116502
1116518,1116502
1116460,1116503
1116501,1116505
1116502,1116505
1116482,1116505
1116498,1116508
1116518,1116508
1116480,1116508
1116465,1116509
1116499,1116509
1116516,1116509
1116483,1116509
1116509,1116510
1116496,1116510
1116468,1116510
1116519,1116510
1116463,1116514
1116499,1116514
1116456,1116515
1116519,1116515
1116468,1116515
1116453,1116515
1116496,1116515
1116509,1116515
1116483,1116516
1116508,1116516
1116510,1116516
1116460,1116516
1116508,1116518
1116501,1116518
1116498,1116518
1116510,1116518
1116510,1116518
1116518,1116519
1116521,1116520
1116522,1116520
1116522,1116521
1116502,1116522
1116505,1116522
1116487,1116522
1116518,1116522
1116520,1116522
1116521,1116523
1116856,1116509
1116834,1116816
1116845,1116816
1116854,1116816
1116856,1116816
1116820,1116816
1116819,1116816
1116818,1116816
1116846,1116817
1116820,1116818
1116838,1116818
1116831,1116818
1116847,1116818
1116845,1116819
1116816,1116819
1116826,1116819
1116846,1116819
1116858,1116819
1116820,1116819
1116854,1116820
1116818,1116820
1116831,1116820
1116845,1116820
1116852,1116821
1116817,1116821
1116825,1116821
1116826,1116821
1116825,1116823
1116852,1116823
1116854,1116823
1116819,1116825
1116823,1116825
1116858,1116825
1116846,1116825
1116845,1116825
1116825,1116826
1116834,1116826
1116820,1116831
1116823,1116831
1116825,1116834
1116816,1116834
1116826,1116834
1116823,1116834
1116856,1116838
1116818,1116838
1116858,1116845
1116852,1116845
1116858,1116846
1116847,1116846
1116819,1116846
1116816,1116846
1116852,1116847
1116831,1116847
1116838,1116847
1116856,1116848
1116847,1116848
1116859,1116854
1116852,1116854
1116855,1116854
1116859,1116855
1116859,1116856
1116855,1116856
1116858,1116856
1116855,1116858
1116846,1116858
1116819,1116858
1116847,1116859
1116855,1116859
